hEven,pTran
121640,1978.0
121635,1978.0
121626,1978.0
121626,1978.0
121626,1978.0
121622,1979.0
121622,1979.0
121621,1979.0
121620,1979.0
121613,1979.0
121611,1979.0
121611,1979.0
121609,1979.0
121609,1979.0
121609,1979.0
121609,1979.0
121609,1979.0
121609,1979.0
121605,1980.0
121602,1979.0
121601,1979.0
121558,1980.0
121555,1980.0
121554,1980.0
121554,1979.0
121551,1979.0
121551,1979.0
121551,1979.0
121551,1979.0
121551,1979.0
121550,1979.0
121548,1980.0
121539,1980.0
121537,1980.0
121534,1979.0
121534,1979.0
121520,1979.0
121520,1979.0
121515,1980.0
121512,1980.0
121510,1979.0
121510,1979.0
121510,1979.0
121505,1980.0
121504,1979.0
121504,1979.0
121503,1979.0
121503,1979.0
121446,1980.0
121446,1980.0
121440,1980.0
121440,1980.0
121439,1980.0
121428,1980.0
121422,1980.0
121422,1980.0
121422,1980.0
121422,1980.0
121422,1980.0
121422,1980.0
121417,1980.0
121412,1979.0
121412,1980.0
121411,1978.0
121409,1978.0
121407,1978.0
121407,1978.0
121407,1978.0
121407,1978.0
121407,1978.0
121407,1978.0
121407,1978.0
121407,1978.0
121356,1979.0
121356,1978.0
121356,1978.0
121352,1980.0
121345,1980.0
121345,1980.0
121345,1980.0
121345,1980.0
121345,1980.0
121345,1980.0
121345,1980.0
121343,1980.0
121343,1980.0
121342,1979.0
121342,1979.0
121342,1979.0
121342,1979.0
121342,1979.0
121342,1979.0
121342,1979.0
121342,1979.0
121342,1979.0
121342,1979.0
121342,1979.0
121342,1978.0
121342,1979.0
121342,1979.0
121342,1979.0
121342,1979.0
121342,1979.0
121341,1980.0
121341,1980.0
121341,1980.0
121339,1980.0
121339,1980.0
121336,1979.0
121336,1979.0
121336,1979.0
121336,1979.0
121334,1980.0
121334,1980.0
121334,1980.0
121333,1980.0
121333,1980.0
121332,1979.0
121330,1979.0
121329,1980.0
121329,1980.0
121329,1980.0
121328,1979.0
121325,1979.0
121325,1980.0
121324,1980.0
121320,1980.0
121308,1980.0
121308,1980.0
121308,1980.0
121308,1980.0
121308,1980.0
121308,1980.0
121308,1979.0
121307,1980.0
121306,1980.0
121306,1979.0
121257,1980.0
121255,1980.0
121251,1979.0
121249,1980.0
121239,1980.0
121232,1980.0
121229,1980.0
121225,1980.0
121225,1980.0
121224,1979.0
121223,1979.0
121223,1979.0
121223,1979.0
121223,1979.0
121223,1979.0
121223,1979.0
121223,1979.0
121221,1980.0
121221,1980.0
121220,1980.0
121220,1980.0
121216,1979.0
121213,1980.0
121209,1980.0
121207,1979.0
121200,1979.0
121137,1980.0
121135,1980.0
121135,1980.0
121126,1979.0
121126,1979.0
121126,1979.0
121126,1979.0
121126,1979.0
121126,1979.0
121126,1979.0
121126,1979.0
121126,1979.0
121126,1979.0
121126,1979.0
121126,1979.0
121125,1979.0
121123,1979.0
121121,1978.0
121121,1978.0
121121,1978.0
121121,1978.0
121121,1978.0
121121,1978.0
121121,1978.0
121121,1978.0
121121,1978.0
121121,1978.0
121116,1979.0
121116,1979.0
121112,1978.0
121111,1979.0
121110,1979.0
121107,1979.0
121107,1979.0
121106,1979.0
121104,1979.0
121102,1978.0
121057,1979.0
121055,1978.0
121055,1978.0
121049,1978.0
121049,1978.0
121049,1978.0
121049,1978.0
121037,1979.0
121035,1978.0
121033,1979.0
121031,1979.0
121031,1979.0
121031,1978.0
121031,1979.0
121029,1979.0
121029,1979.0
121029,1978.0
121027,1979.0
121020,1978.0
121014,1978.0
121006,1978.0
121002,1978.0
120959,1979.0
120959,1978.0
120958,1978.0
120958,1978.0
120957,1978.0
120957,1979.0
120957,1978.0
120957,1978.0
120956,1979.0
120955,1979.0
120955,1978.0
120952,1979.0
120951,1978.0
120949,1979.0
120945,1978.0
120944,1979.0
120941,1978.0
120939,1978.0
120939,1978.0
120938,1979.0
120935,1979.0
120932,1979.0
120931,1978.0
120930,1979.0
120920,1979.0
120920,1979.0
120920,1979.0
120920,1979.0
120920,1979.0
120920,1979.0
120920,1979.0
120920,1979.0
120910,1980.0
120909,1980.0
120907,1979.0
120859,1979.0
120857,1979.0
120857,1979.0
120850,1979.0
120850,1979.0
120850,1979.0
120850,1979.0
120848,1980.0
120846,1979.0
120843,1979.0
120838,1980.0
120838,1980.0
120838,1980.0
120824,1980.0
120821,1980.0
120818,1979.0
120818,1979.0
120818,1979.0
120815,1979.0
120814,1980.0
120810,1980.0
120805,1979.0
120752,1978.0
120749,1980.0
120746,1978.0
120746,1978.0
120744,1979.0
120744,1980.0
120736,1979.0
120736,1979.0
120736,1979.0
120736,1979.0
120736,1979.0
120736,1979.0
120736,1979.0
120736,1979.0
120736,1979.0
120736,1979.0
120736,1979.0
120736,1979.0
120736,1979.0
120736,1979.0
120736,1979.0
120736,1978.0
120736,1978.0
120733,1980.0
120731,1980.0
120731,1980.0
120726,1979.0
120726,1979.0
120726,1979.0
120726,1979.0
120726,1979.0
120726,1979.0
120726,1979.0
120725,1979.0
120722,1980.0
120722,1980.0
120719,1979.0
120719,1979.0
120719,1979.0
120717,1980.0
120714,1980.0
120714,1980.0
120713,1980.0
120712,1980.0
120712,1980.0
120712,1980.0
120710,1980.0
120709,1979.0
120709,1979.0
120709,1979.0
120705,1979.0
120703,1979.0
120703,1979.0
120702,1980.0
120659,1979.0
120659,1979.0
120658,1980.0
120658,1980.0
120658,1979.0
120658,1979.0
120658,1979.0
120658,1979.0
120655,1980.0
120653,1980.0
120651,1980.0
120651,1980.0
120650,1981.0
120650,1980.0
120650,1980.0
120650,1980.0
120650,1980.0
120650,1980.0
120650,1980.0
120650,1980.0
120644,1981.0
120644,1981.0
120639,1982.0
120639,1982.0
120639,1982.0
120639,1981.0
120638,1981.0
120637,1981.0
120634,1981.0
120627,1980.0
120623,1980.0
120615,1981.0
120615,1981.0
120615,1981.0
120615,1981.0
120615,1981.0
120615,1981.0
120615,1982.0
120614,1980.0
120611,1980.0
120611,1980.0
120611,1980.0
120611,1980.0
120606,1981.0
120605,1981.0
120604,1981.0
120604,1980.0
120601,1980.0
120559,1980.0
120552,1981.0
120551,1980.0
120551,1980.0
120551,1980.0
120551,1980.0
120551,1980.0
120551,1980.0
120551,1980.0
120550,1980.0
120547,1981.0
120533,1980.0
120531,1981.0
120529,1980.0
120529,1980.0
120529,1980.0
120529,1980.0
120529,1980.0
120529,1980.0
120529,1980.0
120528,1981.0
120527,1980.0
120527,1980.0
120527,1980.0
120527,1980.0
120527,1980.0
120527,1980.0
120527,1980.0
120527,1980.0
120524,1981.0
120520,1980.0
120519,1980.0
120517,1980.0
120517,1980.0
120515,1980.0
120515,1980.0
120515,1980.0
120515,1980.0
120515,1980.0
120515,1980.0
120515,1980.0
120515,1980.0
120515,1980.0
120515,1980.0
120515,1980.0
120515,1980.0
120515,1980.0
120515,1980.0
120515,1980.0
120515,1980.0
120515,1980.0
120515,1980.0
120515,1980.0
120515,1980.0
120515,1980.0
120515,1980.0
120514,1980.0
120513,1980.0
120513,1980.0
120510,1981.0
120509,1980.0
120506,1980.0
120501,1981.0
120457,1980.0
120456,1980.0
120456,1980.0
120453,1980.0
120451,1980.0
120451,1980.0
120450,1980.0
120448,1981.0
120442,1980.0
120439,1980.0
120438,1980.0
120438,1980.0
120438,1980.0
120438,1980.0
120438,1980.0
120438,1980.0
120438,1980.0
120438,1980.0
120438,1980.0
120438,1980.0
120438,1980.0
120438,1980.0
120438,1980.0
120438,1980.0
120438,1980.0
120438,1980.0
120438,1980.0
120438,1980.0
120438,1980.0
120438,1980.0
120438,1980.0
120438,1980.0
120435,1980.0
120428,1981.0
120428,1982.0
120428,1980.0
120428,1980.0
120428,1980.0
120428,1980.0
120428,1980.0
120427,1980.0
120427,1980.0
120427,1980.0
120425,1981.0
120424,1981.0
120424,1981.0
120418,1981.0
120416,1981.0
120415,1980.0
120415,1980.0
120415,1980.0
120415,1980.0
120415,1980.0
120415,1980.0
120415,1980.0
120415,1980.0
120410,1981.0
120410,1981.0
120410,1981.0
120410,1981.0
120410,1981.0
120410,1981.0
120410,1981.0
120410,1981.0
120410,1981.0
120410,1981.0
120410,1981.0
120410,1981.0
120410,1981.0
120410,1981.0
120410,1981.0
120410,1981.0
120410,1981.0
120409,1981.0
120408,1981.0
120408,1981.0
120347,1981.0
120345,1982.0
120342,1982.0
120342,1981.0
120337,1981.0
120337,1981.0
120328,1982.0
120322,1982.0
120322,1981.0
120320,1981.0
120316,1981.0
120302,1982.0
120300,1981.0
120257,1981.0
120254,1982.0
120249,1981.0
120239,1981.0
120239,1981.0
120239,1981.0
120235,1982.0
120215,1982.0
120214,1981.0
120214,1981.0
120214,1981.0
120214,1981.0
120214,1981.0
120214,1981.0
120214,1981.0
120214,1981.0
120214,1982.0
120214,1982.0
120214,1982.0
120214,1981.0
120214,1981.0
120214,1981.0
120214,1981.0
120214,1981.0
120214,1981.0
120212,1982.0
120202,1981.0
120201,1982.0
120154,1982.0
120154,1982.0
120152,1981.0
120140,1982.0
120140,1981.0
120139,1982.0
120139,1982.0
120139,1982.0
120139,1982.0
120138,1982.0
120130,1981.0
120124,1982.0
120124,1982.0
120124,1982.0
120124,1982.0
120124,1982.0
120124,1981.0
120124,1981.0
120123,1981.0
120120,1981.0
120119,1982.0
120119,1982.0
120119,1982.0
120107,1981.0
120107,1981.0
120107,1981.0
120107,1981.0
120107,1981.0
120107,1981.0
120107,1981.0
120103,1981.0
120103,1981.0
120055,1982.0
120051,1981.0
120039,1981.0
120039,1981.0
120039,1981.0
120039,1981.0
120039,1981.0
120039,1981.0
120039,1981.0
120039,1981.0
120039,1981.0
120039,1981.0
120039,1981.0
120034,1982.0
120034,1982.0
120032,1981.0
120032,1981.0
120030,1981.0
120030,1981.0
120028,1981.0
120028,1981.0
120028,1981.0
120028,1981.0
120028,1981.0
120018,1981.0
120017,1982.0
120012,1982.0
120010,1982.0
120009,1982.0
120006,1982.0
120006,1982.0
120006,1982.0
120006,1982.0
120006,1982.0
120001,1983.0
115946,1982.0
115946,1982.0
115946,1982.0
115938,1982.0
115936,1982.0
115933,1982.0
115928,1982.0
115928,1982.0
115925,1982.0
115925,1982.0
115920,1982.0
115919,1982.0
115919,1982.0
115917,1981.0
115917,1981.0
115917,1981.0
115916,1981.0
115915,1982.0
115910,1981.0
115859,1982.0
115855,1982.0
115855,1982.0
115853,1982.0
115848,1981.0
115848,1982.0
115845,1982.0
115845,1982.0
115843,1981.0
115839,1982.0
115839,1981.0
115839,1981.0
115839,1981.0
115839,1981.0
115839,1981.0
115839,1981.0
115839,1981.0
115839,1981.0
115828,1981.0
115827,1981.0
115821,1981.0
115821,1981.0
115819,1982.0
115819,1982.0
115819,1983.0
115817,1981.0
115810,1982.0
115810,1982.0
115810,1982.0
115810,1982.0
115809,1981.0
115808,1982.0
115808,1982.0
115806,1982.0
115806,1981.0
115806,1981.0
115806,1981.0
115802,1981.0
115801,1981.0
115759,1982.0
115756,1982.0
115756,1982.0
115745,1981.0
115730,1982.0
115729,1982.0
115718,1983.0
115713,1983.0
115710,1981.0
115703,1981.0
115702,1981.0
115653,1982.0
115653,1982.0
115653,1983.0
115653,1983.0
115653,1983.0
115653,1983.0
115653,1983.0
115648,1982.0
115639,1982.0
115639,1983.0
115637,1982.0
115633,1981.0
115632,1982.0
115631,1982.0
115631,1982.0
115631,1982.0
115622,1982.0
115608,1983.0
115607,1981.0
115558,1983.0
115555,1983.0
115548,1981.0
115546,1981.0
115545,1982.0
115545,1983.0
115545,1981.0
115545,1981.0
115545,1981.0
115545,1981.0
115545,1981.0
115545,1981.0
115542,1982.0
115541,1982.0
115538,1982.0
115537,1981.0
115531,1982.0
115531,1982.0
115530,1983.0
115528,1982.0
115520,1982.0
115519,1982.0
115519,1981.0
115518,1982.0
115518,1982.0
115505,1982.0
115505,1982.0
115500,1981.0
115447,1982.0
115447,1981.0
115444,1983.0
115443,1983.0
115436,1983.0
115436,1983.0
115436,1983.0
115436,1983.0
115436,1983.0
115434,1981.0
115434,1981.0
115434,1981.0
115434,1981.0
115434,1981.0
115432,1981.0
115430,1981.0
115430,1981.0
115429,1983.0
115427,1981.0
115427,1981.0
115427,1981.0
115427,1981.0
115427,1981.0
115427,1981.0
115421,1981.0
115420,1981.0
115420,1981.0
115420,1981.0
115420,1981.0
115420,1981.0
115420,1981.0
115420,1981.0
115420,1981.0
115420,1981.0
115418,1981.0
115418,1981.0
115418,1981.0
115418,1981.0
115417,1981.0
115417,1981.0
115416,1981.0
115416,1981.0
115415,1981.0
115415,1981.0
115415,1981.0
115415,1981.0
115415,1981.0
115409,1982.0
115409,1982.0
115409,1983.0
115407,1982.0
115405,1982.0
115402,1982.0
115351,1981.0
115349,1982.0
115342,1983.0
115338,1982.0
115338,1982.0
115338,1982.0
115338,1982.0
115338,1982.0
115338,1983.0
115334,1982.0
115334,1981.0
115331,1981.0
115331,1981.0
115331,1981.0
115331,1981.0
115331,1981.0
115331,1981.0
115331,1981.0
115331,1981.0
115331,1981.0
115331,1981.0
115331,1981.0
115331,1981.0
115331,1981.0
115331,1981.0
115331,1981.0
115331,1981.0
115331,1981.0
115331,1981.0
115331,1981.0
115331,1981.0
115331,1981.0
115327,1982.0
115319,1981.0
115319,1981.0
115319,1981.0
115319,1981.0
115319,1981.0
115316,1982.0
115310,1982.0
115305,1982.0
115305,1982.0
115303,1982.0
115301,1982.0
115254,1982.0
115252,1982.0
115252,1982.0
115251,1983.0
115226,1981.0
115226,1981.0
115225,1982.0
115225,1983.0
115217,1982.0
115213,1982.0
115213,1982.0
115213,1982.0
115213,1982.0
115212,1982.0
115211,1983.0
115206,1982.0
115204,1982.0
115203,1982.0
115203,1982.0
115202,1983.0
115150,1982.0
115143,1982.0
115143,1982.0
115141,1982.0
115134,1982.0
115132,1982.0
115114,1982.0
115111,1983.0
115111,1984.0
115109,1982.0
115102,1983.0
115102,1983.0
115101,1982.0
115101,1982.0
115050,1982.0
115047,1983.0
115046,1983.0
115036,1983.0
115036,1983.0
115036,1984.0
115034,1981.0
115034,1981.0
115034,1981.0
115034,1981.0
115034,1981.0
115034,1981.0
115025,1981.0
115022,1983.0
115016,1983.0
115016,1983.0
115016,1983.0
115016,1983.0
115012,1983.0
114949,1983.0
114949,1982.0
114949,1982.0
114949,1982.0
114949,1982.0
114949,1982.0
114949,1981.0
114949,1981.0
114945,1982.0
114944,1983.0
114944,1983.0
114944,1984.0
114944,1984.0
114943,1983.0
114942,1982.0
114942,1982.0
114942,1982.0
114941,1983.0
114940,1982.0
114937,1982.0
114935,1982.0
114934,1983.0
114933,1982.0
114931,1983.0
114925,1983.0
114918,1983.0
114916,1982.0
114916,1982.0
114915,1983.0
114911,1982.0
114903,1981.0
114903,1981.0
114903,1981.0
114903,1981.0
114902,1981.0
114902,1983.0
114835,1983.0
114835,1984.0
114820,1983.0
114820,1983.0
114820,1983.0
114820,1983.0
114820,1984.0
114820,1984.0
114820,1985.0
114819,1983.0
114818,1981.0
114818,1981.0
114818,1981.0
114810,1981.0
114759,1981.0
114754,1981.0
114749,1981.0
114749,1981.0
114749,1983.0
114747,1981.0
114747,1981.0
114744,1982.0
114744,1983.0
114744,1983.0
114735,1981.0
114735,1981.0
114733,1981.0
114732,1981.0
