hEven,pTran,qTitTran
122813,2145.0,3765
122813,2145.0,5170
122813,2145.0,1065
122813,2147.0,3972
122811,2147.0,1000
122810,2145.0,5000
122808,2147.0,388919
122808,2148.0,11081
122807,2146.0,664
122807,2147.0,33541
122807,2147.0,11081
122806,2146.0,15000
122804,2146.0,20000
122758,2147.0,2350
122758,2147.0,10000
122758,2147.0,2746
122758,2146.0,24395
122758,2146.0,6976
122758,2146.0,27303
122758,2146.0,5000
122758,2146.0,2350
122758,2146.0,18570
122758,2146.0,5000
122758,2146.0,2370
122758,2146.0,40000
122758,2146.0,10000
122758,2145.0,50000
122758,2145.0,3300
122758,2145.0,3500
122758,2145.0,1236
122757,2148.0,1037
122757,2148.0,1363
122756,2147.0,8720
122756,2148.0,391280
122755,2146.0,64393
122755,2146.0,3055
122755,2146.0,2500
122755,2146.0,5605
122754,2148.0,5750
122754,2148.0,2317
122754,2148.0,7683
122753,2147.0,2500
122753,2148.0,7713
122752,2147.0,2500
122751,2147.0,100000
122751,2147.0,100000
122751,2147.0,100000
122751,2147.0,100000
122749,2147.0,100000
122746,2148.0,2700
122744,2146.0,9745
122744,2149.0,97996
122744,2149.0,5000
122744,2149.0,20000
122744,2149.0,50000
122744,2149.0,5000
122744,2149.0,20000
122744,2149.0,18544
122744,2149.0,5000
122744,2149.0,53496
122744,2149.0,5000
122744,2149.0,5000
122744,2149.0,10000
122744,2149.0,4993
122744,2150.0,99971
122743,2146.0,5000
122741,2148.0,19660
122741,2148.0,8688
122741,2148.0,3000
122741,2148.0,40000
122741,2148.0,141531
122741,2148.0,5000
122741,2148.0,5000
122741,2148.0,20000
122741,2149.0,157121
122739,2146.0,5000
122737,2146.0,3770
122737,2146.0,71862
122737,2146.0,44000
122736,2146.0,2500
122733,2146.0,97
122733,2146.0,108771
122733,2146.0,3000
122732,2146.0,2500
122726,2147.0,400000
122723,2146.0,2597
122723,2146.0,97403
122722,2146.0,50000
122720,2148.0,125442
122720,2148.0,8000
122720,2148.0,10000
122720,2149.0,13296
122720,2149.0,4960
122720,2149.0,4000
122720,2149.0,40000
122720,2149.0,5000
122720,2149.0,113691
122718,2146.0,25638
122717,2145.0,21265
122717,2146.0,500
122716,2145.0,38599
122716,2145.0,4595
122716,2145.0,8000
122716,2145.0,20000
122716,2145.0,2900
122716,2145.0,4641
122714,2146.0,167649
122714,2148.0,19479
122714,2148.0,10000
122714,2148.0,13000
122714,2148.0,7500
122714,2148.0,20000
122714,2149.0,162372
122713,2146.0,30000
122712,2146.0,5000
122708,2146.0,2500
122708,2146.0,194851
122705,2146.0,13417
122705,2145.0,6583
122702,2146.0,38498
122702,2146.0,57535
122702,2146.0,95400
122702,2148.0,2344
122702,2148.0,100000
122702,2148.0,5000
122702,2148.0,10000
122702,2148.0,129721
122701,2145.0,100000
122659,2145.0,9433
122656,2145.0,18385
122652,2145.0,10000
122651,2145.0,17000
122650,2145.0,27177
122650,2145.0,21000
122644,2145.0,2383
122642,2143.0,84000
122642,2145.0,12033
122641,2143.0,11000
122639,2145.0,2350
122639,2145.0,10000
122639,2144.0,9500
122639,2144.0,156991
122639,2143.0,27246
122639,2142.0,10000
122639,2142.0,58628
122638,2146.0,2367
122636,2146.0,5600
122631,2144.0,5500
122626,2144.0,1426
122626,2146.0,10000
122626,2148.0,12818
122626,2148.0,756
122625,2144.0,10000
122622,2148.0,6989
122622,2146.0,6129
122622,2145.0,1876
122622,2144.0,66180
122622,2144.0,5000
122622,2144.0,2400
122621,2148.0,50000
122621,2149.0,143248
122621,2149.0,32420
122621,2149.0,224332
122620,2148.0,25000
122620,2148.0,3577
122620,2148.0,4697
122619,2148.0,10008
122619,2148.0,8302
122619,2148.0,100000
122619,2148.0,41435
122619,2148.0,10000
122618,2148.0,44000
122614,2146.0,200000
122614,2146.0,3344
122614,2146.0,4000
122614,2145.0,9564
122614,2145.0,3100
122614,2145.0,39000
122614,2145.0,2368
122614,2145.0,2500
122614,2145.0,9400
122614,2145.0,100000
122614,2145.0,20000
122614,2145.0,6724
122614,2145.0,5300
122609,2148.0,387310
122609,2148.0,12690
122608,2148.0,2846
122604,2148.0,10000
122604,2148.0,9844
122602,2148.0,6653
122602,2148.0,3347
122559,2148.0,55000
122558,2148.0,25000
122556,2146.0,10000
122556,2146.0,29349
122556,2148.0,3000
122554,2148.0,10000
122551,2146.0,2012
122551,2148.0,25000
122551,2149.0,39940
122551,2149.0,50000
122551,2149.0,10000
122551,2149.0,270
122551,2149.0,16026
122551,2149.0,256752
122550,2145.0,1664
122550,2145.0,2900
122550,2145.0,436
122550,2146.0,4481
122548,2146.0,27877
122548,2146.0,3130
122548,2146.0,10000
122548,2146.0,2500
122547,2146.0,10000
122545,2146.0,26095
122545,2146.0,12405
122543,2146.0,8000
122541,2148.0,47200
122541,2148.0,10000
122541,2149.0,342800
122537,2146.0,2500
122537,2145.0,25941
122537,2145.0,100000
122537,2145.0,21559
122536,2148.0,2800
122534,2146.0,2500
122534,2145.0,85088
122534,2145.0,15250
122534,2145.0,23103
122534,2145.0,100000
122534,2145.0,100000
122534,2145.0,74059
122531,2146.0,53896
122531,2146.0,9250
122531,2146.0,18600
122531,2146.0,100000
122531,2146.0,3000
122531,2145.0,89210
122531,2145.0,22197
122531,2145.0,3100
122531,2145.0,2500
122531,2145.0,98247
122529,2150.0,215252
122529,2150.0,56306
122529,2150.0,56306
122529,2150.0,15000
122529,2150.0,31932
122529,2150.0,25204
122528,2146.0,9401
122528,2146.0,104300
122527,2146.0,9539
122524,2146.0,20461
122519,2146.0,40736
122519,2146.0,10000
122519,2149.0,77000
122519,2150.0,272264
122519,2150.0,15252
122519,2150.0,84748
122518,2146.0,10000
122518,2146.0,56756
122516,2146.0,330592
122516,2149.0,4688
122516,2150.0,64720
122512,2146.0,36938
122512,2146.0,23213
122512,2146.0,9257
122508,2150.0,347236
122508,2150.0,5000
122508,2150.0,47764
122507,2149.0,4227
122507,2146.0,292711
122507,2146.0,3062
122505,2150.0,349581
122505,2150.0,50419
122505,2150.0,2345
122502,2150.0,10000
122502,2150.0,50419
122502,2149.0,14683
122502,2149.0,5000
122502,2149.0,25000
122502,2149.0,10000
122502,2149.0,47400
122502,2149.0,23008
122502,2149.0,2990
122502,2149.0,10000
122502,2149.0,7340
122502,2149.0,19101
122502,2149.0,93546
122502,2149.0,2500
122502,2150.0,28210
122502,2150.0,10000
122502,2150.0,5000
122502,2150.0,35803
122500,2146.0,4000
122459,2149.0,13841
122456,2146.0,251560
122456,2147.0,100000
122456,2148.0,4981
122456,2148.0,41500
122456,2149.0,483
122456,2149.0,1476
122455,2145.0,89210
122455,2145.0,310790
122454,2146.0,14000
122453,2146.0,10000
122453,2146.0,6351
122452,2146.0,9800
122451,2145.0,21121
122451,2145.0,5000
122451,2146.0,5000
122449,2146.0,5000
122447,2146.0,50000
122445,2146.0,9293
122443,2146.0,5000
122441,2146.0,14498
122440,2145.0,39756
122436,2145.0,25887
122436,2145.0,68101
122436,2145.0,95339
122436,2146.0,6961
122436,2145.0,51383
122436,2145.0,159290
122436,2145.0,71410
122433,2145.0,5000
122428,2145.0,5000
122428,2145.0,20000
122428,2145.0,10000
122428,2145.0,340000
122428,2145.0,2352
122428,2145.0,22648
122428,2144.0,10000
122427,2144.0,16100
122426,2144.0,12000
122425,2144.0,18000
122423,2144.0,63680
122423,2144.0,2500
122423,2145.0,333820
122421,2141.0,10000
122419,2142.0,147000
122419,2144.0,50000
122419,2144.0,66680
122419,2144.0,136320
122417,2141.0,10000
122417,2140.0,10000
122417,2141.0,55000
122417,2141.0,5000
122410,2140.0,91051
122410,2140.0,56569
122409,2140.0,5000
122406,2140.0,3554
122402,2141.0,10000
122401,2141.0,2500
122400,2140.0,23278
122400,2141.0,9000
122359,2140.0,2400
122357,2141.0,3000
122357,2141.0,37000
122357,2141.0,20000
122357,2142.0,2500
122357,2142.0,33000
122357,2142.0,4048
122357,2142.0,10000
122357,2142.0,3200
122357,2143.0,100000
122357,2143.0,3000
122356,2140.0,10000
122351,2140.0,5000
122350,2141.0,10000
122345,2140.0,73935
122345,2140.0,100000
122345,2140.0,4715
122344,2140.0,100000
122341,2140.0,222565
122341,2140.0,3500
122337,2140.0,22565
122337,2140.0,177435
122337,2142.0,4651
122336,2140.0,18701
122336,2140.0,81299
122333,2140.0,20000
122333,2140.0,310900
122331,2140.0,8551
122331,2140.0,4300
122330,2140.0,5000
122330,2140.0,30000
122330,2140.0,2548
122328,2139.0,99927
122326,2139.0,20000
122326,2142.0,2500
122326,2142.0,2500
122326,2142.0,500
122325,2140.0,197129
122325,2139.0,98795
122325,2139.0,40500
122325,2139.0,10000
122325,2139.0,53576
122323,2140.0,41000
122322,2140.0,5088
122322,2140.0,9777
122322,2140.0,2376
122322,2140.0,4748
122322,2140.0,8000
122322,2140.0,3000
122322,2140.0,11871
122320,2140.0,1888
122320,2140.0,5000
122320,2140.0,112
122316,2140.0,7000
122314,2140.0,12662
122314,2140.0,7500
122314,2140.0,5000
122313,2139.0,62800
122313,2139.0,135995
122313,2139.0,100000
122313,2139.0,1205
122313,2140.0,354450
122313,2140.0,11500
122310,2140.0,6950
122310,2140.0,43050
122310,2140.0,2500
122307,2140.0,10000
122302,2140.0,3050
122302,2140.0,10000
122252,2140.0,2450
122248,2139.0,20000
122241,2139.0,7178
122241,2139.0,12297
122241,2139.0,4903
122240,2139.0,25495
122240,2139.0,58027
122240,2139.0,9300
122237,2139.0,3000
122235,2139.0,107500
122235,2139.0,5000
122233,2139.0,117445
122233,2139.0,10000
122233,2139.0,9000
122233,2139.0,3000
122232,2139.0,10000
122231,2142.0,10000
122231,2140.0,71022
122231,2140.0,5000
122231,2139.0,73979
122230,2142.0,1543
122230,2140.0,1457
122228,2142.0,9411
122228,2142.0,3000
122227,2142.0,2411
122227,2142.0,589
122225,2139.0,11150
122225,2140.0,10000
122219,2140.0,7411
122219,2142.0,2589
122218,2140.0,5000
122217,2139.0,2857
122216,2140.0,90000
122216,2140.0,5000
122216,2142.0,80447
122216,2142.0,16807
122216,2142.0,33000
122216,2142.0,155036
122216,2142.0,19710
122216,2139.0,116970
122216,2142.0,23790
122216,2142.0,18838
122216,2142.0,49605
122216,2142.0,50000
122216,2142.0,7750
122216,2142.0,47000
122216,2142.0,9500
122216,2142.0,30482
122214,2139.0,15000
122211,2139.0,2401
122211,2139.0,52599
122209,2139.0,9600
122209,2140.0,5000
122209,2140.0,5000
122203,2139.0,29999
122202,2139.0,4859
122201,2142.0,46512
122201,2139.0,10000
122158,2140.0,5000
122158,2142.0,2634
122153,2139.0,7839
122152,2137.0,35302
122152,2138.0,300000
122151,2137.0,5000
122150,2137.0,62206
122150,2137.0,2500
122150,2136.0,2355
122150,2136.0,145
122149,2137.0,300000
122149,2137.0,7080
122146,2137.0,18500
122146,2137.0,16928
122146,2137.0,13786
122144,2137.0,3500
122143,2137.0,5000
122143,2137.0,2400
122142,2137.0,64667
122142,2137.0,2500
122142,2137.0,2500
122142,2137.0,2500
122142,2137.0,2500
122142,2137.0,10000
122142,2137.0,2500
122141,2137.0,2669
122139,2142.0,3720
122138,2138.0,7445
122138,2137.0,22555
122136,2138.0,1000
122136,2142.0,9000
122136,2137.0,50000
122135,2137.0,50314
122135,2137.0,10548
122133,2137.0,199247
122132,2137.0,2500
122131,2137.0,2500
122130,2137.0,142905
122130,2137.0,19600
122130,2137.0,9898
122130,2137.0,9350
122130,2137.0,5000
122130,2137.0,4000
122130,2137.0,2500
122130,2137.0,2500
122129,2140.0,194738
122129,2138.0,66749
122129,2137.0,47659
122129,2137.0,90854
122128,2142.0,5000
122128,2139.0,20000
122128,2137.0,80000
122128,2137.0,47659
122128,2137.0,352341
122128,2138.0,120000
122127,2137.0,27659
122127,2137.0,100000
122127,2137.0,272341
122126,2140.0,25000
122126,2137.0,92790
122126,2137.0,3369
122126,2137.0,2500
122126,2137.0,4000
122126,2137.0,100000
122126,2137.0,100000
122126,2137.0,72341
122125,2142.0,2500
122123,2142.0,5000
122123,2140.0,5000
122123,2137.0,87790
122123,2137.0,307210
122123,2142.0,9000
122122,2142.0,10000
122122,2141.0,59863
122122,2140.0,48916
122122,2140.0,67140
122122,2140.0,15000
122122,2140.0,25590
122122,2140.0,2920
122122,2138.0,2500
122122,2138.0,2500
122122,2138.0,2500
122122,2138.0,2500
122122,2137.0,170571
122120,2142.0,26187
122118,2142.0,6187
122118,2142.0,13813
122110,2145.0,3118
122110,2142.0,6392
122107,2145.0,25058
122107,2143.0,1882
122106,2142.0,20000
122106,2145.0,24942
122105,2145.0,41942
122105,2145.0,8058
122104,2137.0,58361
122104,2137.0,141639
122103,2143.0,2500
122103,2142.0,61000
122103,2141.0,5000
122103,2138.0,13330
122103,2137.0,309959
122103,2137.0,8211
122103,2140.0,66572
122103,2137.0,333428
122100,2140.0,97706
122100,2145.0,302294
122100,2140.0,24236
122100,2140.0,10000
122100,2144.0,50000
122100,2145.0,27310
122059,2140.0,2294
122058,2139.0,10000
122058,2139.0,62000
122058,2139.0,10000
122058,2139.0,38930
122058,2139.0,10000
122058,2139.0,2400
122058,2138.0,10000
122058,2138.0,50000
122058,2138.0,6670
122058,2140.0,17706
122058,2143.0,2046
122058,2145.0,9500
122058,2145.0,28454
122057,2140.0,27895
122057,2140.0,24194
122057,2140.0,4800
122057,2140.0,9800
122057,2140.0,361206
122057,2140.0,38794
122057,2140.0,1206
122057,2140.0,1294
122056,2140.0,38967
122055,2142.0,6308
122055,2143.0,4692
122054,2142.0,9208
122054,2142.0,792
122053,2140.0,48000
122053,2142.0,479
122053,2142.0,10792
122052,2140.0,10000
122049,2140.0,10000
122049,2142.0,479
122049,2142.0,4521
122049,2140.0,200000
122048,2140.0,15000
122047,2140.0,350556
122047,2140.0,23500
122047,2140.0,25944
122047,2140.0,2444
122045,2140.0,10000
122045,2140.0,47000
122044,2137.0,109959
122044,2137.0,90041
122043,2140.0,3500
122043,2138.0,10000
122043,2140.0,34721
122043,2138.0,5000
122043,2138.0,13104
122043,2138.0,100000
122043,2138.0,3000
122043,2138.0,10000
122043,2138.0,6000
122043,2138.0,50000
122043,2137.0,168175
122043,2137.0,109959
122043,2137.0,290041
122042,2140.0,148343
122042,2138.0,251657
122041,2139.0,20638
122041,2140.0,150928
122041,2140.0,26500
122041,2140.0,6000
122041,2140.0,25019
122038,2140.0,20928
122038,2140.0,179072
122036,2139.0,2000
122036,2139.0,2600
122036,2139.0,10000
122036,2138.0,85829
122031,2140.0,23277
122030,2140.0,49000
122029,2140.0,1590
122029,2140.0,2400
122029,2140.0,8205
122029,2140.0,1795
122027,2140.0,51935
122027,2140.0,12399
122027,2140.0,34505
122025,2140.0,18918
122024,2142.0,10000
122024,2140.0,4369
122022,2140.0,24778
122018,2142.0,2500
122018,2140.0,22722
122018,2139.0,3000
122014,2140.0,40000
122010,2138.0,7082
122009,2142.0,170000
122009,2139.0,6116
122009,2139.0,6000
122009,2138.0,135244
122009,2138.0,32640
122009,2138.0,9688
122008,2142.0,130000
122002,2138.0,267513
122002,2138.0,100000
122002,2138.0,32487
122000,2138.0,86661
121958,2147.0,144174
121958,2147.0,200000
121958,2138.0,10000
121958,2138.0,45826
121957,2142.0,16153
121957,2142.0,5895
121957,2145.0,10000
121957,2145.0,367952
121957,2145.0,32048
121957,2145.0,14000
121957,2147.0,14100
121957,2147.0,28937
121957,2147.0,166741
121955,2138.0,22503
121955,2137.0,52497
121953,2137.0,7000
121951,2140.0,50000
121951,2137.0,19000
121947,2137.0,3369
121947,2137.0,40000
121946,2136.0,14234
121946,2136.0,100000
121946,2136.0,100000
121946,2136.0,3000
121946,2136.0,100000
121946,2136.0,23266
121946,2136.0,59500
121941,2143.0,8847
121941,2138.0,20000
121941,2137.0,2500
121941,2136.0,77500
121940,2137.0,10000
121940,2137.0,190000
121940,2143.0,101153
121939,2138.0,19541
121939,2140.0,40832
121939,2140.0,9000
121939,2140.0,6000
121939,2140.0,20000
121939,2141.0,2207
121939,2142.0,3286
121939,2142.0,18500
121939,2143.0,80634
121938,2137.0,31734
121938,2136.0,8266
121936,2137.0,9846
121935,2138.0,1276
121935,2138.0,1724
121934,2138.0,12596
121934,2137.0,100000
121930,2138.0,4653
121928,2138.0,3000
121928,2137.0,100000
121928,2136.0,19871
121927,2138.0,80975
121920,2141.0,22300
121920,2140.0,6700
121920,2138.0,4840
121920,2136.0,200000
121920,2135.0,78820
121920,2135.0,16340
121917,2141.0,7700
121917,2141.0,10000
121916,2140.0,2700
121916,2141.0,2300
121914,2139.0,29972
121914,2136.0,4664
121914,2135.0,365364
121914,2135.0,30370
121914,2135.0,5450
121914,2135.0,5000
121914,2135.0,2500
121914,2135.0,2500
121914,2135.0,21180
121913,2140.0,7300
121912,2140.0,80000
121909,2140.0,10000
121909,2140.0,2700
121908,2138.0,10000
121908,2135.0,5316
121908,2135.0,2730
121908,2135.0,5000
121908,2135.0,4266
121908,2138.0,233886
121908,2139.0,166114
121908,2139.0,12492
121907,2139.0,3000
121904,2136.0,5000
121904,2135.0,10000
121903,2140.0,18394
121902,2138.0,5000
121902,2138.0,117749
121902,2139.0,53000
121902,2139.0,5000
121902,2140.0,205857
121901,2138.0,80357
121859,2138.0,30000
121859,2138.0,21071
121859,2138.0,189394
121859,2138.0,2500
121859,2138.0,2500
121859,2138.0,2500
121858,2139.0,12000
121857,2138.0,18879
121856,2140.0,91151
121856,2140.0,2000
121856,2140.0,92143
121856,2139.0,100000
121856,2139.0,32150
121856,2139.0,20000
121856,2139.0,27000
121856,2140.0,2360
121856,2140.0,24250
121856,2140.0,4028
121856,2140.0,4918
121856,2140.0,100000
121855,2139.0,2500
121853,2138.0,2800
121852,2138.0,50000
121851,2136.0,20000
121851,2135.0,369217
121851,2135.0,5000
121851,2135.0,5497
121851,2135.0,286
121851,2135.0,5000
121851,2138.0,71000
121851,2138.0,14089
121851,2138.0,2767
121850,2138.0,4000
121848,2138.0,20000
121847,2135.0,2584
121846,2135.0,10756
121845,2135.0,18755
121845,2135.0,3802
121845,2135.0,17443
121844,2138.0,5000
121844,2135.0,23625
121841,2135.0,3216
121841,2135.0,5000
121839,2135.0,72976
121838,2135.0,2705
121836,2135.0,5022
121836,2135.0,273723
121835,2135.0,14858
121835,2133.0,6750
121834,2133.0,48526
121834,2133.0,4000
121834,2133.0,347474
121834,2135.0,3000
121832,2135.0,20000
121831,2134.0,46194
121831,2135.0,470
121830,2135.0,17073
121830,2135.0,82927
121830,2134.0,161446
121830,2134.0,2360
121829,2135.0,7356
121829,2135.0,35493
121829,2134.0,12987
121829,2134.0,7466
121829,2134.0,100000
121829,2134.0,3000
121829,2134.0,2500
121829,2134.0,238554
121828,2135.0,2882
121828,2135.0,130000
121828,2135.0,2500
121828,2135.0,7467
121828,2135.0,57151
121827,2135.0,65857
121827,2135.0,97118
121826,2135.0,121673
121826,2135.0,2717
121825,2135.0,25628
121825,2135.0,15699
121825,2135.0,10000
121825,2135.0,227000
121824,2134.0,87013
121822,2135.0,2500
121821,2135.0,2500
121820,2135.0,10000
121818,2133.0,13019
121818,2135.0,5284
121818,2135.0,5019
121818,2135.0,386981
121817,2139.0,49902
121817,2139.0,7900
121817,2140.0,15174
121817,2140.0,327024
121817,2135.0,8000
121815,2140.0,100000
121814,2138.0,108448
121814,2138.0,117621
121814,2139.0,2899
121814,2139.0,171032
121814,2135.0,35879
121814,2135.0,2650
121814,2135.0,10000
121814,2133.0,3016
121814,2133.0,98455
121814,2139.0,9518
121814,2139.0,10000
121814,2140.0,80482
121813,2138.0,2372
121813,2138.0,27837
121812,2139.0,238135
121812,2139.0,119764
121812,2139.0,5000
121812,2139.0,37101
121811,2139.0,30419
121810,2138.0,5000
121810,2135.0,173379
121810,2135.0,5000
121810,2135.0,2500
121810,2135.0,214121
121809,2139.0,25000
121808,2139.0,7092
121808,2139.0,65509
121808,2139.0,25000
121808,2139.0,8845
121808,2138.0,2350
121808,2138.0,158000
121808,2138.0,2345
121808,2138.0,2500
121808,2138.0,50000
121808,2138.0,2356
121808,2137.0,10000
121808,2137.0,4000
121808,2136.0,9328
121808,2136.0,20000
121808,2136.0,30000
121808,2136.0,5000
121808,2135.0,5000
121808,2135.0,2500
121808,2135.0,20000
121808,2135.0,76621
121807,2139.0,67828
121807,2139.0,22172
121806,2139.0,47828
121806,2139.0,32172
121805,2139.0,2809
121804,2140.0,10000
121804,2139.0,20000
121803,2139.0,2500
121802,2139.0,5000
121802,2139.0,2319
121801,2140.0,4644
121759,2140.0,5000
121759,2140.0,3000
121758,2140.0,181700
121758,2140.0,89511
121758,2141.0,25415
121758,2140.0,19611
121758,2140.0,3000
121758,2140.0,10000
121758,2140.0,10000
121758,2140.0,200000
121758,2140.0,5000
121758,2140.0,6150
121758,2140.0,4500
121758,2140.0,4000
121758,2140.0,2600
121758,2140.0,50000
121758,2140.0,16500
121758,2140.0,50000
121758,2140.0,18639
121758,2140.0,4639
121758,2140.0,10000
121758,2140.0,5000
121758,2140.0,10000
121758,2140.0,10000
121758,2140.0,3000
121758,2140.0,15000
121758,2140.0,10000
121758,2140.0,20000
121758,2140.0,312361
121758,2140.0,87639
121758,2140.0,6983
121758,2140.0,9311
121758,2140.0,10000
121758,2140.0,10000
121758,2140.0,20500
121758,2140.0,3000
121758,2140.0,10000
121758,2140.0,9311
121758,2140.0,3900
121758,2140.0,2374
121758,2140.0,3868
121758,2140.0,2414
121758,2140.0,2400
121758,2140.0,218300
121757,2140.0,364544
